"","Direcciones","lat","lon"
"315","CALLE DE SOR ANGELA DE LA CRUZ NUM 9 MADRID",40.4589976,-3.6934203
"316","PASEO DE LA VIRGEN DEL PUERTO NUM 17 MADRID",40.4125699,-3.7208806
"317","PLAZA DE VENECIA NUM 1 MADRID",40.4413447,-3.6625782
"318","CALLE DE TOLOSA NUM 22 MADRID",40.3729758,-3.7130121
"319","CALLE DE TORRELAGUNA NUM 79 MADRID",40.4477452,-3.6570176
"320","CALLE DEL DOCTOR ESQUERDO NUM 213 MADRID",40.4018524,-3.6737734
"321","CALLE DE EMBAJADORES NUM 1 MADRID",40.4110235,-3.7070408
"322","CALLE DE MIRABEL NUM 38 MADRID",40.3794131,-3.7801403
"323","CALLE DE TELEMACO NUM 17 MADRID",40.4478332,-3.6421455
"324","CALLE DE RAIMUNDO FERNANDEZ VILLAVERDE NUM 45 MADRID",40.4467541,-3.6975847
"325","PASEO DE LA CASTELLANA NUM 85 MADRID",40.4483737,-3.6919604
"326","AVENIDA DE LOS REYES CATOLICOS NUM 4 MADRID",40.4381029,-3.7204841
"327","CALLE DE ALCALA NUM 123 MADRID",40.4230455,-3.680009
"328","CALLE DE SAN MARCOS NUM 12 MADRID",40.421536,-3.6991146
"329","CALLE DE LA VIRGEN DEL PORTILLO NUM 63 MADRID",40.4394004,-3.646547
"330","CALLE  GRAN VIA NUM 53 MADRID",40.4215251,-3.7082701
"331","CALLE DE SILVANO NUM 105 MADRID",40.46278,-3.63298
"332","AVENIDA DEL PADRE HUIDOBRO NUM 7 MADRID",40.455606,-3.7499439
"333","CALLE DEL JARDIN DE SAN FEDERICO NUM 9 MADRID",40.4249689,-3.6699097
"334","PASEO DE LA CASTELLANA NUM 148 MADRID",40.45534,-3.6896598
"335","AVENIDA DE AMERICA KM. 4000 MADRID",40.4407256,-3.6700087
"336","CALLE DE ALCALA NUM 418 MADRID",40.4378496,-3.6375634
"337","CALLE DE ALCALA NUM 93 MADRID",40.4210305,-3.6848156
"338","CALLE DE BRAVO MURILLO NUM 122 MADRID",40.4490109,-3.7033666
"339","CALLE DEL FERROCARRIL NUM 31 MADRID",40.400761,-3.6972544
"340","CALLE  GRAN VIA NUM 32 MADRID",40.420417,-3.703471
"341","CALLE DE ARACNE NUM 3 MADRID",40.4469408,-3.5875084
"342","CALLE DE CARAMUEL NUM 49 MADRID",40.4092373,-3.7283675
"343","AVENIDA DE AMERICA NUM 11 MADRID",40.4382969,-3.6767946
"344","AVENIDA DE LOS POBLADOS NUM 1 MADRID",40.3937425,-3.7712344
"345","PASEO DE EXTREMADURA KM. 6700 MADRID",40.3963208,-3.7682951
"346","PLAZA DE CIBELES NUM 3 MADRID",40.4194633,-3.6933244
"347","AVENIDA DE LA GAVIA NUM 92 MADRID",40.36489,-3.61894
"348","CALLE DEL PEZ AUSTRAL NUM 13 MADRID",40.4122723,-3.6657135
"349","CAMINO  VIEJO DE VICALVARO NUM 55 MADRID",40.4041671,-3.6101026
"350","CALLE DE BENJAMIN PALENCIA NUM 25 MADRID",40.39466,-3.647595
"351","CALLE DE LA ROSALEDA NUM 4 MADRID",40.4240433,-3.7205771
"352","PASEO DEL PRADO NUM 24 MADRID",40.4123563,-3.6934787
"353","PASEO DEL PRADO NUM 1 MADRID",40.4178684,-3.692729
"354","CALLE DE RUFINO BLANCO NUM 17 MADRID",40.4277036,-3.66577
"355","PASEO DE LA HABANA NUM 70 MADRID",40.4529643,-3.6846931
"356","AVENIDA DE LA VERBENA DE LA PALOMA NUM 14 MADRID",40.3585951,-3.6966367
"357","CALLE DE CAMPEZO NUM 3 MADRID",40.4466194,-3.5817237
"358","CALLE DEL CAMINO VIEJO DE LEGANES NUM 265 MADRID",40.3785253,-3.7330715
"359","CALLE DE SAGASTA NUM 2 MADRID",40.4287712,-3.7018308
"360","AVENIDA DEL MARQUES DE CORBERA NUM 19 MADRID",40.4238915,-3.6547588
"361","PASEO DE MORET NUM 3 MADRID",40.4333623,-3.722685
"362","PASEO DE SAN FRANCISCO DE SALES NUM 32 MADRID",40.4417225,-3.7135489
"363","CALLE DE LA PILARICA NUM 27 MADRID",40.3858557,-3.7031578
"364","CALLE DE LOPEZ DE HOYOS NUM 115 MADRID",40.4457871,-3.6718135
"365","CARRETERA DE COLMENAR VIEJO KM. 9100 MADRID",40.4876812,-3.694557
"366","CALLE DEL PARQUE EUGENIA DE MONTIJO NUM 40 MADRID",40.3793314,-3.75196
"367","CALLE DE ALBERTO AGUILERA NUM 2 MADRID",40.4298516,-3.7063932
"368","CALLE  GRAN VIA NUM 69 MADRID",40.4228399,-3.7105128
"369","CALLE DE FUENCARRAL NUM 145 MADRID",40.4325836,-3.7041885
"370","CALLE DE PIEDRABUENA NUM 18 MADRID",40.3825338,-3.6981831
"371","CALLE  GRAN VIA NUM 74 MADRID",40.4230662,-3.7096991
"372","PASEO DE EXTREMADURA KM. 6400 MADRID",40.3963208,-3.7682951
"373","PASEO DE EXTREMADURA NUM 63 MADRID",40.412241,-3.7317275
"374","CALLE DE EMILIO MUÑOZ NUM 1 MADRID",40.43081,-3.63205
"375","AVENIDA DE ANDALUCIA KM. 6000 MADRID",40.3530968,-3.6931236
"376","CALLE DE BRAVO MURILLO NUM 349 MADRID",40.4647359,-3.6948289
"377","CARRETERA DEL BARRIO DE LA FORTUNA NUM 21 MADRID",40.3650376,-3.7752462
"378","CALLE DEL DOCTOR ESQUERDO NUM 55 MADRID",40.420539,-3.6688061
"379","CALLE DE LA CORUÑA NUM 37 MADRID",40.4551988,-3.6988889
"380","CALLE DE MATEO INURRIA NUM 27 MADRID",40.4675561,-3.6821997
"381","CALLE DE ALCALA NUM 209 MADRID",40.4294255,-3.6666691
"382","PLAZA DEL MARQUES DE SALAMANCA NUM 10 MADRID",40.4296618,-3.6792399
"383","CALLE DE GOYA NUM 25 MADRID",40.4255046,-3.6855998
"384","CUESTA DEL GALBAN NUM 1 MADRID",40.4484062,-3.7682544
"385","PASEO DE SANTA MARIA DE LA CABEZA NUM 77 MADRID",40.3984155,-3.7013834
"386","AVENIDA DEL CARDENAL HERRERA ORIA NUM 59 MADRID",40.4903255,-3.6938622
"387","CALLE DE LA RIBERA DE CURTIDORES NUM 30 MADRID",40.4051404,-3.7070906
"388","AVENIDA DE LA CIUDAD DE BARCELONA NUM 81 MADRID",40.40107,-3.67419
"389","CALLE DE ARCOS DE JALON NUM 112 MADRID",40.4233616,-3.6165
"390","CALLE DE FRANCISCO Y JACINTO ALCANTARA NUM 1 MADRID",40.4271554,-3.7232732
"391","CARRETERA DE VICALVARO A LA ESTACION DE O'DONNELL NUM 2 MADRID",40.4030018,-3.5937276
"392","CALLE DE LA RIBERA DEL SENA NUM 21 MADRID",40.4619751,-3.6176719
"393","CALLE DEL VALLE DE ORO NUM 48 MADRID",40.3869449,-3.7244988
"394","CALLE DE FERRAZ NUM 26 MADRID",40.4253218,-3.7163166
"395","CALLE DE FUENTESPINA NUM 2 MADRID",40.3792448,-3.6053921
"396","CALLE DE SANTA CRUZ DE MARCENADO NUM 26 MADRID",40.4297858,-3.7129704
"397","CALLE DE AREQUIPA NUM 1 MADRID",40.4693119,-3.6417587
"398","PASEO DEL PRADO NUM 13 MADRID",40.4142857,-3.6941119
"399","CALLE DE FERMIN DONAIRE NUM 30 MADRID",40.3797108,-3.7147964
"400","CALLE DE LA REINA MERCEDES NUM 23 MADRID",40.4510229,-3.6961873
"401","CALLE DE ALFONSO MARTINEZ CONDE NUM 19 MADRID",40.3810836,-3.7285545
"402","CALLE DE ALGORTA NUM 18 MADRID",40.3923425,-3.7307992
"403","CALLE DE FELIPE DE DIEGO NUM 6 MADRID",40.3791994,-3.6608531
"404","GLORIETA DE EMBAJADORES NUM 5 MADRID",40.4044291,-3.7025434
"405","CALLE DE HERNANDEZ MAS NUM 16 MADRID",40.3815183,-3.6700483
"406","CALLE  30  NL KM. 14200 MADRID",40.3917495,-3.6748806
"407","CALLE DE GENOVA NUM 31 MADRID",40.4258192,-3.6917068
"408","CALLE DE FENELON NUM 1 MADRID",40.4372289,-3.6127489
"409","CALLE DE LA ESTAFETA NUM 20 MADRID",40.3733089,-3.692507
"410","CALLE DE ANTONIO MACHADO NUM 42 MADRID",40.3424147,-3.7441331
"411","CALLE DE FUENCARRAL NUM 89 MADRID",40.4264506,-3.7014639
"412","CALLE DE GALILEO NUM 75 MADRID",40.4377593,-3.7101606
"413","CALLE  GRAN VIA NUM 70 MADRID",40.4227891,-3.7095399
"414","PLAZA DE COLON NUM 4 MADRID",40.424982,-3.6898922
"415","CALLE DE DOLORES SANCHEZ CARRASCOSA NUM 3 MADRID",40.4679012,-3.6786811
"416","CALLE DEL GENERAL MOSCARDO NUM 1 MADRID",40.4470518,-3.6971651
"417","CALLE DE RAFAEL FINAT NUM 1 MADRID",40.38373,-3.76424
"418","PASEO DE SANTA MARIA DE LA CABEZA NUM 60 MADRID",40.4018388,-3.6989758
"419","CALLE DE LUIS BUÑUEL NUM 2 MADRID",40.3873359,-3.6446228
"420","CALLE DE RAIMUNDO FERNANDEZ VILLAVERDE NUM 41 MADRID",40.446839,-3.6990062
"421","RONDA DE SEGOVIA NUM 52 MADRID",40.4068175,-3.7127181
"422","AVENIDA DE LA CIUDAD DE BARCELONA NUM 130 MADRID",40.404289,-3.681398
"423","AVENIDA DE LA PRINCESA JUANA DE AUSTRIA KM. 5000 MADRID",40.3682165,-3.7207544
"424","CALLE  MAYOR NUM 72 MADRID",40.4155468,-3.7108071
"425","CALLE DEL CAMINO DE LOS VINATEROS NUM 172 MADRID",40.4065213,-3.6440855
"426","CALLE DE EMBAJADORES NUM 146 MADRID",40.3972626,-3.6970213
"427","PASEO DE EXTREMADURA KM. 4500 MADRID",40.3963208,-3.7682951
"428","CALLE  30  18RA KM. 60 MADRID",40.3917495,-3.6748806
"429","PASEO DE RECOLETOS NUM 23 MADRID",40.4227242,-3.6923964
"430","PASEO DEL PRADO NUM 28 MADRID",40.4119963,-3.6934161
"431","CALLE DE AGUSTIN DE BETANCOURT NUM 4 MADRID",40.4428031,-3.6945121
"432","AVENIDA DE MANOTERAS NUM 46 MADRID",40.4876624,-3.6642276
"433","PASEO DE SANTA MARIA DE LA CABEZA NUM 85 MADRID",40.397446,-3.7021852
"434","CALLE  30  XC KM. 16000 MADRID",40.3917495,-3.6748806
"435","CALLE DEL ACONCAGUA NUM 2 MADRID",40.4684049,-3.63125
"436","CALLE DE ALEJANDRO CHACON NUM 1 MADRID",40.456085,-3.6597496
"437","CALLE DE CAMARENA NUM 102 MADRID",40.3928207,-3.7568012
"438","PASEO DE EXTREMADURA KM. 4000 MADRID",40.3963208,-3.7682951
"439","CALLE DE ZURBANO NUM 90 MADRID",40.4383545,-3.6927353
"440","AVENIDA DE RAFAELA YBARRA NUM 30 MADRID",40.381186,-3.7113701
"441","AVENIDA DE PABLO IGLESIAS NUM 37 MADRID",40.4488505,-3.7100934
"442","AVENIDA DE ARCENTALES NUM 12 MADRID",40.4342542,-3.6116229
"443","CALLE DEL MAESTRO ALONSO NUM 10 MADRID",40.4289852,-3.6645005
"444","CALLE DE CARRANZA NUM 13 MADRID",40.4291306,-3.70403
"445","CALLE DE GENOVA NUM 2 MADRID",40.4257437,-3.6910144
"446","CUESTA DEL SAGRADO CORAZON NUM 2 MADRID",40.4660215,-3.6715889
"447","CALLE DE CASTELLFLORITE NUM 15 MADRID",40.3942266,-3.737608
"448","CALLE DEL ARROYO BELINCOSO NUM 40 MADRID",40.4107489,-3.6519985
"449","CALLE DE JOAQUIN COSTA NUM 1 MADRID",40.446209,-3.690262
"450","CALLE  GRAN VIA NUM 19 MADRID",40.4198571,-3.7008839
"451","CALLE DE VILLABONA NUM 2 MADRID",40.3688679,-3.7151415
"452","PASEO DE SANTA MARIA DE LA CABEZA NUM 92 MADRID",40.3974952,-3.7027594
"453","CALLE DE EMILIO MUÑOZ NUM 5 MADRID",40.430783,-3.6310818
"454","AVENIDA DEL MEDITERRANEO KM. 5600 MADRID",40.4067088,-3.668696
"455","AVENIDA DE OPORTO NUM 27 MADRID",40.3853415,-3.7239353
"456","PASEO DE EXTREMADURA NUM 122 MADRID",40.4114397,-3.7348686
"457","PASEO DE LA HABANA NUM 74 MADRID",40.4543968,-3.6829292
"458","CALLE  30  XC KM. 18800 MADRID",40.3917495,-3.6748806
"459","CALLE  GRAN VIA NUM 54 MADRID",40.4213555,-3.707263
"460","PASEO DE JUAN XXIII NUM 36 MADRID",40.4495772,-3.7157118
"461","CALLE DE JOAQUIN COSTA NUM 5 MADRID",40.4167754,-3.7037902
"462","AVENIDA DE MONFORTE DE LEMOS NUM 5 MADRID",40.4751204,-3.6897842
"463","CALLE DEL PRINCIPE DE VIANA NUM 11 MADRID",40.469428,-3.796849
"464","CALLE DE ALCALA GALIANO NUM 4 MADRID",40.4267102,-3.691816
"465","CALLE DE LA CORUÑA NUM 2 MADRID",40.4555508,-3.702062
"466","AVENIDA DE VALLADOLID NUM 81 MADRID",40.4326947,-3.7335521
"467","CALLE DE SAN BERNARDO NUM 64 MADRID",40.4262522,-3.7068227
"468","AVENIDA DE LA ALBUFERA NUM 226 MADRID",40.3909249,-3.6492941
"469","AVENIDA DEL MEDITERRANEO NUM 10 MADRID",40.4071502,-3.6770211
"470","CALLE DE NARVAEZ NUM 84 MADRID",40.4161192,-3.6766069
"471","CALLE DE ALBAIDA NUM 76 MADRID",40.4332296,-3.6137583
"472","PASEO DE LA CASTELLANA NUM 92 MADRID",40.4432038,-3.6908577
"473","CALLE DE ALCALA NUM 306 MADRID",40.4327729,-3.6491578
"474","CARRETERA DE COLMENAR VIEJO KM. 17000 MADRID",40.5278709,-3.6917822
"475","CALLE DE ANTONIO LOPEZ NUM 246 MADRID",40.3824213,-3.6959297
"476","CAÑADA  REAL DE MERINAS NUM 1 MADRID",40.4504732,-3.576626
"477","GLORIETA DE SAN VICENTE NUM 1 MADRID",40.4206145,-3.7209072
"478","CALLE DE ALMANSA NUM 24 MADRID",40.448975,-3.7052062
"479","PASEO DE LA HABANA NUM 34 MADRID",40.4493755,-3.6882974
"480","CALLE DE AÑASTRO NUM 16 MADRID",40.4671862,-3.6637895
"481","AVENIDA DEL DOCTOR FEDERICO RUBIO Y GALI NUM 21 MADRID",40.4504727,-3.7096
"482","AVENIDA DE DONOSTIARRA NUM 27 MADRID",40.43484,-3.65632
"483","CALLE DE FERNANDEZ DE LA HOZ NUM 20 MADRID",40.4315565,-3.6949974
"484","AVENIDA DE AMERICA NUM 56 MADRID",40.4426504,-3.6643323
"485","CALLE DE FUENCARRAL NUM 117 MADRID",40.4299113,-3.7029497
"486","PASEO DE LA CASTELLANA NUM 101 MADRID",40.4537312,-3.6910648
"487","PASEO DEL DOCTOR VALLEJO NAGERA NUM 53 MADRID",40.403537,-3.714559
"488","CALLE DE FRANCISCO SILVELA NUM 104 MADRID",40.4167754,-3.7037902
"489","CARRETERA DE VILLAVERDE A VALLECAS NUM 250 MADRID",40.3701594,-3.6444902
"490","CALLE DE LA PRINCESA NUM 68 MADRID",40.431494,-3.7164989
"491","CALLE DEL ARCIPRESTE DE HITA NUM 5 MADRID",40.4345097,-3.7184778
"492","CALLE DE VELAZQUEZ NUM 90 MADRID",40.4323496,-3.6833048
"493","AVENIDA DE DAROCA NUM 336 MADRID",40.4044967,-3.6106703
"494","CALLE DE BAILEN NUM 33 MADRID",40.4128286,-3.7136001
"495","AVENIDA DEL ALCALDE CONDE DE MAYALDE NUM 27 MADRID",40.4927801,-3.6528897
"496","CALLE DE MIGUEL FLETA NUM 9 MADRID",40.4320327,-3.6317943
"497","AVENIDA DE JUAN DE HERRERA NUM 6 MADRID",40.4390164,-3.7319334
"498","CALLE DEL DOCTOR ESQUERDO NUM 101 MADRID",40.4157176,-3.6692112
"499","CALLE DE ALCALA NUM 57 MADRID",40.4198481,-3.6914603
"500","PASEO DE LAS DELICIAS NUM 10 MADRID",40.4063216,-3.6935177
"501","CALLE DE BRAVO MURILLO NUM 215 MADRID",40.4564116,-3.7023828
"502","CALLE DEL CLAVEL NUM 4 MADRID",40.4199618,-3.6994846
"503","PASEO DE LA CASTELLANA NUM 67 MADRID",40.4435818,-3.6935795
"504","CALLE DE VILLALOBOS NUM 1 MADRID",40.3823459,-3.6457105
"505","AVENIDA DE ASTURIAS NUM 11 MADRID",40.467371,-3.6926463
"506","CALLE DE FRANCISCO SILVELA NUM 55 MADRID",40.4167754,-3.7037902
"507","CALLE DE LA ILIADA NUM 9 MADRID",40.4351108,-3.6108822
"508","CALLE DEL CAPITAN HAYA NUM 23 MADRID",40.4167754,-3.7037902
"509","GLORIETA DEL VALLE DE ORO NUM 5 MADRID",40.3875486,-3.730085
"510","CALLE DE ARAPILES NUM 13 MADRID",40.4327462,-3.7064298
"511","PASEO DE RECOLETOS NUM 5 MADRID",40.4206907,-3.6932088
"512","CALLE DE LA RIBERA DEL LOIRA NUM 16 MADRID",40.465834,-3.624583
"513","CALLE DE JOSE ABASCAL NUM 45 MADRID",40.438484,-3.6955275
"514","AVENIDA DE BUENOS AIRES NUM 99 MADRID",40.3797371,-3.6526094
"515","CALLE DE MARTINEZ DE LA RIVA NUM 139 MADRID",40.384611,-3.6636995
"516","CALLE DE FRANCISCO GERVAS NUM 3 MADRID",40.4605281,-3.6911917
"517","CALLE DE ARTURO SORIA NUM 262 MADRID",40.4692951,-3.666151
"518","CALLE DE VELAZQUEZ NUM 21 MADRID",40.4237178,-3.6844189
"519","CALLE DEL GENERAL RICARDOS NUM 4 MADRID",40.3974734,-3.716717
"520","PASEO DE LA CASTELLANA NUM 288 MADRID",40.4778692,-3.6853912
"521","PASEO DEL PRADO NUM 12 MADRID",40.41439,-3.69444
"522","PASEO DE EXTREMADURA KM. 4400 MADRID",40.3963208,-3.7682951
"523","PASEO DE EXTREMADURA KM. 8100 MADRID",40.3963208,-3.7682951
"524","CALLE DE ILLESCAS NUM 66 MADRID",40.3920863,-3.7578499
"525","PASEO DE LA CASTELLANA NUM 114 MADRID",40.44712,-3.6902726
"526","CALLE DE FRANCISCO SILVELA NUM 91 MADRID",40.4379,-3.67838
"527","CALLE DE LA FUENTE CARRANTONA NUM 38 MADRID",40.410062,-3.629631
"528","CALLE DE FERRAZ NUM 35 MADRID",40.4283688,-3.7197505
"529","CALLE DE ALBERTO AGUILERA NUM 21 MADRID",40.4299145,-3.7103126
"530","PLAZA DEL EMPERADOR CARLOS V NUM 9 MADRID",40.4087684,-3.6929061
"531","AVENIDA DE LA CIUDAD DE BARCELONA NUM 124 MADRID",40.4044944,-3.6819557
"532","CALLE DE SAN BERNARDO NUM 100 MADRID",40.430491,-3.7052796
"533","AVENIDA DE LOS POBLADOS NUM 144 MADRID",40.3722222,-3.7089787
"534","PASEO DE JUAN XXIII NUM 13 MADRID",40.4487958,-3.717292
"535","CALLE DEL CERRO DE LA PLATA NUM 4 MADRID",40.4000474,-3.6752778
"536","PLAZA DE CASTILLA NUM 1 MADRID",40.4651565,-3.690194
"537","CALLE DE ALBASANZ NUM 33 MADRID",40.4377124,-3.6269348
"538","CALLE DEL VALLE DE TOBALINA NUM 1 MADRID",40.3315938,-3.7154159
"539","AVENIDA DE ANDALUCIA KM. 10100 MADRID",40.3530968,-3.6931236
"540","PASEO DEL PINTOR ROSALES NUM 20 MADRID",40.4262789,-3.7188127
"541","RONDA DE TOLEDO NUM 26 MADRID",40.4054925,-3.7061321
"542","CAMINO DE SINTRA NUM 4 MADRID",40.4726532,-3.6118885
"543","CALLE DE FRANCISCO SILVELA NUM 94 MADRID",40.4167754,-3.7037902
"544","CALLE DEL MARQUES DE VIANA NUM 67 MADRID",40.4628733,-3.7030605
"545","CALLE DEL PROFESOR ARANGUREN NUM 3 MADRID",40.4471391,-3.7318673
"546","PASEO DEL PRADO NUM 20 MADRID",40.4132507,-3.6938936
"547","PASEO DE RECOLETOS NUM 2 MADRID",40.4199351,-3.6922598
"548","PLAZA DE COLON NUM 1 MADRID",40.4250471,-3.691275
"549","CALLE  GRAN VIA NUM 34 MADRID",40.4204647,-3.70403
"550","CALLE DE LOS ANDALUCES DEL POZO NUM 7 MADRID",40.37186,-3.65987
"551","CALLE DE MORALZARZAL NUM 45 MADRID",40.4914413,-3.708476
"552","CALLE DE FERNANDO VI NUM 3 MADRID",40.4258169,-3.6968742
"553","PASEO DEL PRADO NUM 3 MADRID",40.4177611,-3.6927336
"554","CALLE DE CANTALEJO NUM 8 MADRID",40.4744082,-3.7386295
"555","AVENIDA DE AMERICA NUM 21 MADRID",40.4388366,-3.6759014
"556","CALLE DE GUTIERRE DE CETINA NUM 102 MADRID",40.426244,-3.6384708
"557","CALLE DE HORTALEZA NUM 50 MADRID",40.4223472,-3.6995148
"558","PASEO DE EXTREMADURA NUM 32 MADRID",40.413821,-3.7281163
"559","AVENIDA DE LA PRINCESA JUANA DE AUSTRIA NUM 43 MADRID",40.3713382,-3.7199443
"560","PLAZA DE MARIANO DE CAVIA NUM 4 MADRID",40.4072305,-3.6782494
"561","CALLE DE BEATRIZ DE BOBADILLA NUM 9 MADRID",40.4480337,-3.715251
"562","AVENIDA DE ENTREVIAS NUM 80 MADRID",40.3791231,-3.6659087
"563","AVENIDA DE OPORTO NUM 4 MADRID",40.3853893,-3.7186466
"564","CALLE DEL PINTOR LUCIO MUÑOZ NUM 39 MADRID",40.4837813,-3.6509188
"565","CALLE DE FRANCOS RODRIGUEZ NUM 106 MADRID",40.4593004,-3.7174307
"566","CALLE  30  NL KM. 13000 MADRID",40.3917495,-3.6748806
"567","AVENIDA DE RAMON Y CAJAL NUM 79 MADRID",40.4525358,-3.6669628
"568","CALLE DE RAIMUNDO FERNANDEZ VILLAVERDE NUM 44 MADRID",40.4460489,-3.6974637
"569","CALLE DE ALEJANDRO GONZALEZ NUM 6 MADRID",40.429947,-3.6637574
"570","CALLE DE ISAAC PERAL NUM 18 MADRID",40.4365202,-3.7177876
"571","AVENIDA DE ANDALUCIA NUM 20 MADRID",40.3720515,-3.695192
"572","CALLE DE JOSE LUIS DE ARRESE NUM 91 MADRID",40.4237728,-3.6511355
"573","CALLE DEL PADRE DAMIAN NUM 52 MADRID",40.4618057,-3.6850649
"574","CALLE DE BRAVO MURILLO NUM 42 MADRID",40.4405033,-3.7039234
"575","CALLE DE TOLEDO NUM 36 MADRID",40.4127389,-3.7076675
"576","CALLE  VIA CARPETANA NUM 83 MADRID",40.3959604,-3.7376557
"577","PASEO DE LA CASTELLANA NUM 21 MADRID",40.4290754,-3.6900735
"578","CALLE DE CAMARENA NUM 304 MADRID",40.3858896,-3.7577337
"579","PLAZA DEL EMPERADOR CARLOS V NUM 3 MADRID",40.4060877,-3.6891862
"580","AVENIDA DE JUAN DE HERRERA NUM 2 MADRID",40.4398995,-3.7291235
"581","CARRETERA DE VILLAVERDE A VALLECAS NUM 46 MADRID",40.357819,-3.684753
"582","CALLE DEL AMANECER NUM 3 MADRID",40.3792697,-3.7420072
"583","CALLE DE ARGANDA NUM 32 MADRID",40.3981962,-3.7050447
"584","CALLE  MAYOR NUM 8 MADRID",40.416668,-3.7058932
"585","PASEO DE EDUARDO DATO NUM 2 MADRID",40.4324063,-3.6965289
"586","CALLE DE MARINA USERA NUM 20 MADRID",40.3810945,-3.7139896
"587","PASEO DE SANTA MARIA DE LA CABEZA NUM 74 MADRID",40.3993781,-3.701039
"588","CALLE DE JORGE JUAN NUM 59 MADRID",40.4233486,-3.6860326
"589","CALLE DE AZCONA NUM 11 MADRID",40.4335193,-3.6711003
"590","CALLE DE ALCALA NUM 470 MADRID",40.4391177,-3.6329324
"591","CALLE DE LINNEO NUM 24 MADRID",40.4114588,-3.7206263
"592","CALLE DEL HALCONERO DEL REY NUM 1 MADRID",40.3705712,-3.7234236
"593","PLAZA DEL MARQUES DE SALAMANCA NUM 5 MADRID",40.4303986,-3.6804484
"594","CALLE  ONCE NUM 1 MADRID",40.4449232,-3.5954148
"595","AVENIDA DEL MARQUES DE CORBERA NUM 8 MADRID",40.4226013,-3.655881
"596","AVENIDA DE CONCHA ESPINA NUM 47 MADRID",40.452335,-3.682742
"597","AVENIDA DE SANTA EUGENIA NUM 5 MADRID",40.3859952,-3.6088733
"598","PASEO DE LAS DELICIAS NUM 132 MADRID",40.39325,-3.695
"599","CALLE DE LA PRINCESA NUM 92 MADRID",40.4340382,-3.7182557
"600","CALLE DE FERNANDEZ DE LA HOZ NUM 28 MADRID",40.4333643,-3.6946753
"601","PASEO DE EXTREMADURA NUM 30 MADRID",40.4138779,-3.7277414
"602","CALLE DE FRANCISCO LARGO CABALLERO NUM 15 MADRID",40.3231917,-3.7780029
"603","CALLE DEL PADRE DAMIAN NUM 3 MADRID",40.4524106,-3.6866402
"604","AVENIDA  COMPLUTENSE NUM 12 MADRID",40.4478955,-3.7275877
"605","CALLE  IMPERIAL NUM 18 MADRID",40.4144025,-3.707354
"606","CARRETERA A LA ESTACION DE HORTALEZA NUM 58 MADRID",40.4808186,-3.6502417
"607","PASEO DEL PRADO NUM 26 MADRID",40.4121412,-3.693407
"608","CALLE DE LOPEZ DE HOYOS NUM 25 MADRID",40.439679,-3.682408
"609","CARRERA DE SAN JERONIMO NUM 32 MADRID",40.4164744,-3.6991673
"610","RONDA DE ATOCHA NUM 24 MADRID",40.4063882,-3.6982052
"611","PASEO DE LA CHOPERA NUM 41 MADRID",40.39416,-3.6989414
"612","PASEO DE LAS DELICIAS NUM 2 MADRID",40.4068273,-3.6934579
"613","CALLE DE CARLINA NUM 8 MADRID",40.3677348,-3.7610451
"614","CALLE DEL MESON DE PAREDES NUM 59 MADRID",40.4084327,-3.7031434
"615","AVENIDA DE BURGOS NUM 31 MADRID",40.4762729,-3.6758832
"616","CALLE DE CEA BERMUDEZ NUM 30 MADRID",40.4391326,-3.7094458
"617","CALLE DE AQUITANIA NUM 10 MADRID",40.4182912,-3.6186537
"618","CALLE DE LOPEZ DE HOYOS NUM 182 MADRID",40.4475011,-3.6687608
"619","CALLE DE ALCALA NUM 201 MADRID",40.4290861,-3.6674877
"620","CALLE DE SUECIA NUM 15 MADRID",40.4227051,-3.6076339
"621","CALLE DE LUIS DE HOYOS SAINZ NUM 43 MADRID",40.4014162,-3.6284379
"622","PASEO DE LA ERMITA DEL SANTO NUM 49 MADRID",40.4056661,-3.7241325
"623","PASEO DE JUAN XXIII NUM 9 MADRID",40.4474988,-3.718085
"624","CALLE DE CASTELLFLORITE NUM 3 MADRID",40.3938153,-3.7391354
"625","CALLE DE BRAVO MURILLO NUM 36 MADRID",40.4376468,-3.7040682
"626","CALLE DE CASALARREINA NUM 15 MADRID",40.4090963,-3.612561
"627","PLAZA DE FERNANDEZ LADREDA NUM 5 MADRID",40.3856398,-3.7178125
"628","CALLE DE FRANCOS RODRIGUEZ NUM 19 MADRID",40.4564593,-3.7051184
"629","CALLE DE ALCALA NUM 490 MADRID",40.4399736,-3.6297817
"630","CALLE  GRAN VIA NUM 31 MADRID",40.4199886,-3.7037561
"631","PASEO DE LA HABANA NUM 5 MADRID",40.4486585,-3.6896004
"632","PASEO DE EXTREMADURA NUM 62 MADRID",40.4130773,-3.7305495
"633","PASEO DE LA CASTELLANA NUM 136 MADRID",40.4512927,-3.6900992
"634","AVENIDA DE LA ALBUFERA NUM 151 MADRID",40.3922061,-3.6572344
"635","PLAZA DE FERNANDEZ LADREDA NUM 2 MADRID",40.3844194,-3.716969
"636","CALLE DE FELIPE ALVAREZ NUM 1 MADRID",40.3818155,-3.6239714
"637","AVENIDA DE LA PRINCESA JUANA DE AUSTRIA KM. 5700 MADRID",40.3682165,-3.7207544
"638","CALLE DE JOAQUIN COSTA NUM 9 MADRID",40.446089,-3.686865
"639","AVENIDA DE PABLO IGLESIAS NUM 19 MADRID",40.44685,-3.7085692
