"","Direcciones","lat","lon"
"17465","PASEO DE SANTA MARIA DE LA CABEZA NUM 56 MADRID",40.402185,-3.698523
"17466","CALLE DE GUZMAN EL BUENO NUM 30 MADRID",40.4333547,-3.7130097
"17467","CALLE DEL CONDE DUQUE NUM 13 MADRID",40.4289868,-3.7095641
"17468","CALLE DEL MARQUES DE URQUIJO NUM 20 MADRID",40.4300244,-3.7186754
"17469","CALLE DE TORRECILLA DEL LEAL NUM 14 MADRID",40.4109565,-3.699545
"17470","CALLE DEL ESPIRITU SANTO NUM 28 MADRID",40.4254676,-3.7037674
"17471","AVENIDA DEL ENSANCHE DE VALLECAS NUM 27 MADRID",40.3692093,-3.6098619
"17472","CALLE DEL MONTE OLIVETTI NUM 36 MADRID",40.3969747,-3.6647209
"17473","CALLE DE FERNANDEZ DE LA HOZ NUM 70 MADRID",40.4386891,-3.6943924
"17474","CALLE DE CACERES NUM 50 MADRID",40.3990503,-3.7000098
"17475","CALLE DE BARBARA DE BRAGANZA NUM 8 MADRID",40.4234328,-3.6930239
"17476","RONDA DEL CABALLERO DE LA MANCHA NUM 182 MADRID",40.5013754,-3.6889497
"17477","CALLE DE VILLAAMIL NUM 48 MADRID",40.4599071,-3.7076017
"17478","AVENIDA DEL VALLE NUM 20 MADRID",40.443971,-3.7152922
"17479","CALLE DE SANTA GENOVEVA NUM 26 MADRID",40.4244869,-3.6490143
"17480","CALLE DE MARCELO USERA NUM 3 MADRID",40.3875952,-3.7001696
"17481","CALLE DE VALENZUELA NUM 3 MADRID",40.4190321,-3.6900548
"17482","CALLE DE ENRIQUE GARCIA ALVAREZ NUM 10 MADRID",40.38187,-3.61442
"17483","CALLE DE FRAY LUIS DE LEON NUM 10 MADRID",40.4044505,-3.6987578
"17484","CALLE DE CASAS DE MIRAVETE NUM 22 MADRID",40.3739146,-3.6423322
"17485","CALLE DE CANILLAS NUM 104 MADRID",40.4435242,-3.668226
"17486","PLAZA DE ISABEL II NUM 4 MADRID",40.4181348,-3.7099469
"17487","CALLE  IMPERIAL NUM 5 MADRID",40.4144916,-3.7070283
"17488","CALLE DEL MARQUES DE URQUIJO NUM 32 MADRID",40.4296211,-3.7199281
"17489","CALLE DE CARLOS MARTIN ALVAREZ NUM 65 MADRID",40.3864285,-3.6658328
"17490","CALLE DE CRISTOBAL BORDIU NUM 34 MADRID",40.4429751,-3.6995626
"17491","AVENIDA DEL BRASIL NUM 6 MADRID",40.4541834,-3.6931089
"17492","AVENIDA DE BRUSELAS NUM 52 MADRID",40.4386703,-3.6629215
"17493","CALLE DEL GENERAL ROMERO BASART NUM 88 MADRID",40.378179,-3.7648326
"17494","CALLE DE EULALIA GIL NUM 4 MADRID",40.3862401,-3.7420641
"17495","CALLE DE TEJARES NUM 9 MADRID",40.395758,-3.7213844
"17496","CALLE DE LAS MAGNOLIAS NUM 120 MADRID",40.4738489,-3.6890101
"17497","CALLE DE PALENCIA NUM 1 MADRID",40.450005,-3.7032516
"17498","AVENIDA DE SENECA NUM 16 MADRID",40.4347616,-3.733171
"17499","CALLE DE ATOCHA NUM 55 MADRID",40.4129424,-3.6999272
"17500","PARQUE DE MADRID RIO (RIBERA ESTE) KM. 6500 MADRID",40.4015344,-3.7010371
"17501","CALLE DE LA FRAGATA NUM 9 MADRID",40.3936121,-3.7340179
"17502","CALLE DE CARABIAS NUM 18 MADRID",40.4783223,-3.6299742
"17503","CALLE DE LOPEZ DE HOYOS NUM 116 MADRID",40.444096,-3.6739871
"17504","AVENIDA DE LOS FUEROS NUM 25 MADRID",40.3704498,-3.6898074
"17505","CALLE DE BARACALDO NUM 20 MADRID",40.4697643,-3.7004052
"17506","CALLE DE LA OCA NUM 90 MADRID",40.3885282,-3.7422254
"17507","CALLE DE LAS MORERAS NUM 8 MADRID",40.4504625,-3.7199567
"17508","CARRERA DE SAN FRANCISCO NUM 14 MADRID",40.4108822,-3.7133169
"17509","AVENIDA DE LOGROÑO NUM 166 MADRID",40.4762209,-3.5819387
"17510","CALLE DE LOLA MEMBRIVES NUM 5 MADRID",40.3965375,-3.716669
"17511","CALLE DE DON PEDRO NUM 7 MADRID",40.4116042,-3.7131766
"17512","PASEO DE LA ERMITA DEL SANTO NUM 74 MADRID",40.3992607,-3.7284847
"17513","PLAZA DEL EMPERADOR CARLOS V NUM 11 MADRID",40.409005,-3.6925688
"17514","CALLE DEL PUERTO DE ARLABAN NUM 30 MADRID",40.3873666,-3.6665722
"17515","CALLE DE ALMORTAS NUM 11 MADRID",40.4652178,-3.7050576
"17516","CALLE DEL GENERAL MILLAN ASTRAY NUM 61 MADRID",40.4167754,-3.7037902
"17517","PASEO DE LA DIRECCION NUM 24 MADRID",40.47086,-3.70604
"17518","CALLE DE HISTORIAS DE LA RADIO NUM 1 MADRID",40.38085,-3.65649
"17519","CALLE DE JOSE ORTEGA Y GASSET NUM 44 MADRID",40.4298788,-3.6780162
"17520","CALLE DE ULISES NUM 6 MADRID",40.4558822,-3.6550549
"17521","CALLE DEL MARQUES DE JURA REAL NUM 28 MADRID",40.391216,-3.7115427
"17522","CALLE DE JOSE ORTEGA Y GASSET NUM 54 MADRID",40.4298257,-3.6771295
"17523","CALLE DEL PRINCIPE DE VERGARA NUM 32 MADRID",40.4263282,-3.6796956
"17524","CALLE DE RAFAEL FINAT NUM 41 MADRID",40.3807618,-3.7677037
"17525","CALLE DE MARIA ZAYAS NUM 11 MADRID",40.4593729,-3.7012778
"17526","CALLE DE IBIZA NUM 43 MADRID",40.4183368,-3.6725151
"17527","CALLE DE AVE MARIA NUM 32 MADRID",40.4103856,-3.7010632
"17528","CALLE DE YECORA NUM 29 MADRID",40.4446342,-3.5745516
"17529","CALLE DE SIERRA DE GUADALUPE NUM 9 MADRID",40.3810294,-3.6235743
"17530","CALLE DEL LAGO CONSTANZA NUM 72 MADRID",40.42873,-3.64591
"17531","PASEO DE LA ERMITA DEL SANTO NUM 78 MADRID",40.3993605,-3.7317778
"17532","AVENIDA DE LA INSTITUCIÓN LIBRE DE ENSEÑANZA NUM 123 MADRID",40.42081,-3.62495
"17533","CALLE DE DOMINGO PARRAGA NUM 42 MADRID",40.3421491,-3.7128483
"17534","CALLE DE CAMARENA NUM 138 MADRID",40.391031,-3.7558089
"17535","CALLE DE MAR ADRIATICO NUM 1 MADRID",40.4701493,-3.6388439
"17536","CALLE DE CANTALEJO NUM 4 MADRID",40.4749685,-3.7411579
"17537","RONDA DEL TREN NUM 5 MADRID",36.746209,-5.1612251
"17538","CALLE DE OMEGA NUM 48 MADRID",40.4000266,-3.6014197
"17539","CALLE DE LOPEZ DE HOYOS NUM 190 MADRID",40.4480402,-3.6680478
"17540","CALLE DE SANTA ENGRACIA NUM 155 MADRID",40.4444854,-3.7030653
"17541","CALLE DE ORENSE NUM 59 MADRID",40.4567732,-3.6947742
"17542","CALLE DE CARRANZA NUM 12 MADRID",40.4294463,-3.703944
"17543","CALLE DE CASTELLO NUM 7 MADRID",40.4228955,-3.6820136
"17544","CALLE DEL VALLE DE TOBALINA NUM 40 MADRID",40.3393898,-3.714556
"17545","AVENIDA DEL MEDITERRANEO KM. 7200 MADRID",40.4067088,-3.668696
"17546","PASEO DE LA HABANA NUM 163 MADRID",40.4642385,-3.679867
"17547","CALLE DEL PUERTO DE LA CRUZ VERDE NUM 8 MADRID",40.3871502,-3.6872306
"17548","CALLE DE VALDERRODRIGO NUM 82 MADRID",40.4698889,-3.718084
"17549","AVENIDA  REAL DE PINTO NUM 80 MADRID",40.3417318,-3.7068376
"17550","CALLE DE CARTAGO NUM 34 MADRID",40.4456889,-3.6068246
"17551","CALLE DE JUAN ESPAÑOL NUM 15 MADRID",40.3865262,-3.7080042
"17552","CALLE DE BAILEN NUM 23 MADRID",40.4147012,-3.7132756
"17553","PASEO DE LA ALAMEDA DE OSUNA NUM 78 MADRID",40.4590848,-3.5879135
"17554","CALLE DE EDUARDO BARREIROS NUM 151 MADRID",40.3507512,-3.7044211
"17555","CALLE DE ARCAUTE NUM 2 MADRID",40.4430857,-3.579292
"17556","CALLE DE VALENTIN BEATO NUM 24 MADRID",40.4385522,-3.6259954
"17557","CALLE DEL CANAL DE BOSFORO NUM 5 MADRID",40.4400183,-3.6132327
"17558","CALLE DEL CORREGIDOR ALONSO DE TOBAR NUM 18 MADRID",40.403884,-3.6482355
"17559","CALLE DEL GENERAL ORAA NUM 5 MADRID",40.4362245,-3.6878166
"17560","CALLE DE BRAVO MURILLO NUM 158 MADRID",40.4519106,-3.7030296
"17561","AVENIDA DE LA AVIACION NUM 99 MADRID",40.3743614,-3.7713298
"17562","AVENIDA DEL CARDENAL HERRERA ORIA NUM 169 MADRID",40.4841228,-3.7106956
"17563","CALLE DE BRAVO MURILLO NUM 209 MADRID",40.4556447,-3.7027054
"17564","CALLE DE VILLAAMIL NUM 265 MADRID",40.4681971,-3.7130468
"17565","CALLE DE SANTA PRISCA NUM 7 MADRID",40.4272835,-3.6484328
"17566","AVENIDA DE CANTABRIA NUM 42 MADRID",40.4571877,-3.5852437
"17567","CARRERA DE SAN JERONIMO NUM 30 MADRID",40.4164749,-3.6992825
"17568","CALLE DE LA MONTERA NUM 18 MADRID",40.4178979,-3.7024801
"17569","AVENIDA DE CARABANCHEL ALTO NUM 180 MADRID",40.35798,-3.75503
"17570","CALLE DE JOSE VASCONCELOS NUM 2 MADRID",40.4710333,-3.6868617
"17571","CALLE DE GENOVA NUM 9 MADRID",40.4272505,-3.6944375
"17572","CALLE DE AGUILAFUENTE NUM 109 MADRID",40.4637734,-3.7098986
"17573","AVENIDA  GENERAL NUM 43 MADRID",40.4710003,-3.5798852
"17574","PASAJE DE CAN MENOR NUM 5 MADRID",40.4127449,-3.6668134
"17575","AVENIDA DE FILIPINAS NUM 3 MADRID",40.4398583,-3.7116668
"17576","CALLE DE CARLOS MAURRAS NUM 7 MADRID",40.4620299,-3.6882542
"17577","CALLE DE MENDEZ ALVARO NUM 33 MADRID",40.3997602,-3.6844988
"17578","CALLE DEL PARQUE DE LA PALOMA NUM 38 MADRID",40.3787697,-3.715422
"17579","CALLE DE PEDROCHES NUM 15 MADRID",40.3782693,-3.6686121
"17580","CALLE DE MAIQUEZ NUM 38 MADRID",40.4186801,-3.6731714
"17581","CALLE DE MIGUEL ANGEL NUM 12 MADRID",40.4343792,-3.6911358
"17582","CALLE DE ESQUILACHE NUM 6 MADRID",40.4430723,-3.7049219
"17583","CALLE DE MATILDE HERNANDEZ NUM 31 MADRID",40.390722,-3.7337156
"17584","CALLE DE TORRELAGUNA NUM 121 MADRID",40.45245,-3.66084
"17585","CALLE DE ARROYOFRESNO NUM 7 MADRID",40.4718538,-3.7466871
"17586","CALLE DEL ALTO DE LA SARTENILLA NUM 30 MADRID",40.3652654,-3.6154884
"17587","CALLE DE LA COLEGIATA NUM 6 MADRID",40.4129266,-3.7059896
"17588","CALLE DE EMBAJADORES NUM 150 MADRID",40.3969319,-3.696793
"17589","AVENIDA DE PALOMERAS NUM 124 MADRID",40.386395,-3.6509943
"17590","CALLE DE TRESPADERNE NUM 17 MADRID",40.4532055,-3.5818995
"17591","AVENIDA DE LOS POBLADOS NUM 84 MADRID",40.3761963,-3.7495618
"17592","CALLE DE TOLEDO NUM 178 MADRID",40.4017779,-3.7141906
"17593","CALLE DE YECORA NUM 35 MADRID",40.4443348,-3.574835
"17594","CALLE DE TETUAN NUM 27 MADRID",40.4182972,-3.7032139
"17595","CAMINO DE PERALES NUM 150 MADRID",40.3678951,-3.6859563
"17596","CALLE DE PRADILLO NUM 3 MADRID",40.4488485,-3.6767556
"17597","CALLE DE ESCALONA NUM 8 MADRID",40.397719,-3.7617099
"17598","CALLE DEL ARROYO FONTARRON NUM 401 MADRID",40.3951128,-3.6354758
"17599","CALLE DEL CORREGIDOR DIEGO DE VALDERRABANO NUM 70 MADRID",40.412525,-3.6574955
"17600","CALLE DE CORAZON DE MARIA NUM 11 MADRID",40.4418334,-3.6696811
"17601","CALLE DE CIFUENTES NUM 1 MADRID",40.3483933,-3.6944935
"17602","AVENIDA DEL MONASTERIO DE EL ESCORIAL NUM 71 MADRID",40.5060521,-3.6967754
"17603","CALLE DE LEOPOLDO ALAS CLARIN NUM 37 MADRID",40.480858,-3.7335373
"17604","AVENIDA  COMPLUTENSE NUM 27 MADRID",40.4520192,-3.7277909
"17605","CALLE DE MAURICIO LEGENDRE NUM 43 MADRID",40.4744729,-3.6849493
"17606","CALLE DE SANTA FELICIDAD NUM 41 MADRID",40.4242862,-3.6505446
"17607","CALLE DE CARAMUEL NUM 16 MADRID",40.412272,-3.7270378
"17608","CALLE  MAYOR NUM 59 MADRID",40.4155563,-3.7097601
"17609","CALLE DE PAMPLONA NUM 53 MADRID",40.4558139,-3.7072203
"17610","CALLE DE DOMINGO PARRAGA NUM 22 MADRID",40.3420554,-3.7102541
"17611","CALLE DE CERVERA NUM 4 MADRID",40.4723926,-3.6510924
"17612","CALLE DE MARIA DE MOLINA NUM 62 MADRID",40.4374506,-3.6824878
"17613","CALLE  VIA LUSITANA NUM 25 MADRID",40.3749728,-3.7313965
"17614","AVENIDA DE LA INSTITUCIÓN LIBRE DE ENSEÑANZA NUM 38 MADRID",40.4331852,-3.6352145
"17615","CALLE DEL TENIENTE COMPAIRED NUM 26 MADRID",40.3820432,-3.7091837
"17616","CALLE DE LA GRANJA DE SAN ILDEFONSO NUM 32 MADRID",40.36585,-3.61895
"17617","CALLE DE ESPERANZA SANCHEZ CARRASCOSA NUM 58 MADRID",40.4688469,-3.7018398
"17618","AVENIDA DE LOS MADROÑOS NUM 39 MADRID",40.4572385,-3.6381354
"17619","AVENIDA DE PALOMERAS NUM 79 MADRID",40.3875502,-3.6556033
"17620","CALLE DE CLAUDIO COELLO NUM 139 MADRID",40.4352593,-3.6855016
"17621","CALLE DE CLAUDIO COELLO NUM 22 MADRID",40.4230854,-3.6866697
"17622","CALLE DE LEGANITOS NUM 8 MADRID",40.4213195,-3.7096198
"17623","CALLE DE JUAN BRAVO NUM 51 MADRID",40.432599,-3.6756438
"17624","CALLE DE JUAN DUQUE NUM 28 MADRID",40.4113759,-3.7196102
"17625","CALLE DE AGASTIA NUM 31 MADRID",40.4461616,-3.6519326
"17626","CALLE  VIA LUSITANA NUM 22 MADRID",40.3836738,-3.7220566
"17627","AVENIDA DE SANTA EUGENIA NUM 54 MADRID",40.3813129,-3.6100447
"17628","CALLE DE SAN FELIPE NUM 3 MADRID",40.4616953,-3.697212
"17629","CALLE DE TOLEDO NUM 1 MADRID",40.4149309,-3.7075439
"17630","CALLE DE CAMARENA NUM 183 MADRID",40.3877862,-3.7550551
"17631","CARRETERA DE COLMENAR VIEJO KM. 9500 MADRID",40.524206,-3.685312
"17632","CALLE DE SANTIAGO DE COMPOSTELA NUM 12 MADRID",40.4852879,-3.698286
"17633","CALLE DE BELZUNEGUI NUM 24 MADRID",40.3756081,-3.7392166
"17634","CALLE DE TAMPICO NUM 19 MADRID",40.4410953,-3.6330628
"17635","CALLE DE SANCHEZ BARCAIZTEGUI NUM 33 MADRID",40.4057124,-3.6733666
"17636","CALLE DEL ALCALDE LOPEZ CASERO NUM 8 MADRID",40.4328158,-3.6553094
"17637","AVENIDA DEL DOCTOR ARCE NUM 22 MADRID",40.4471138,-3.6803494
"17638","CALLE DEL GENERAL RICARDOS NUM 193 MADRID",40.3823557,-3.7429573
"17639","AVENIDA DE FRANCISCO PI Y MARGALL NUM 10 MADRID",40.4871079,-3.6492149
"17640","AVENIDA DEL EURO NUM 20 MADRID",40.369281,-3.7409325
"17641","CALLE DEL PLOMO NUM 3 MADRID",40.3912536,-3.6893427
"17642","CALLE DE MENDEZ NUÑEZ NUM 17 MADRID",40.4159981,-3.6894972
"17643","CALLE  30  15RR KM. 400 MADRID",40.4180779,-3.6980632
"17644","CALLE DE SINESIO DELGADO NUM 54 MADRID",40.471661,-3.7097976
"17645","AVENIDA DE MANOTERAS NUM 24 MADRID",40.4864274,-3.666998
"17646","RONDA DE TOLEDO NUM 9 MADRID",40.405743,-3.7051059
"17647","CALLE DE ALCALA NUM 31 MADRID",40.4185002,-3.6983665
"17648","CALLE DE IBIZA NUM 52 MADRID",40.4179344,-3.672377
"17649","AVENIDA DE SANTA EUGENIA NUM 23 MADRID",40.3843797,-3.6110718
"17650","CALLE DE ALCALA NUM 718 MADRID",40.4496797,-3.5982554
"17651","CALLE DE PUERTO SERRANO NUM 3 MADRID",40.3858184,-3.6880067
"17652","CALLE DE SILVANO NUM 64 MADRID",40.4610696,-3.6403898
"17653","PASEO DE LOS OLIVOS NUM 115 MADRID",40.4055056,-3.7414659
"17654","AVENIDA DE LA PESETA NUM 55 MADRID",40.3627667,-3.7592217
"17655","CALLE DE ENRIQUE GARCIA ALVAREZ NUM 16 MADRID",40.3822339,-3.6148437
"17656","CALLE DE MENDEZ ALVARO NUM 34 MADRID",40.40011,-3.6856
"17657","CALLE  30  XL KM. 15300 MADRID",40.3917495,-3.6748806
"17658","AVENIDA DE PIO XII NUM 21 MADRID",40.4624801,-3.6763313
"17659","AVENIDA DE CONCHA ESPINA NUM 39 MADRID",40.4523315,-3.6833248
"17660","AVENIDA DE LOGROÑO NUM 44 MADRID",40.4601845,-3.5936993
"17661","CALLE DE BOCANGEL NUM 35 MADRID",40.4270088,-3.6626012
"17662","PASEO DE LAS DELICIAS NUM 107 MADRID",40.3936109,-3.6945493
"17663","CALLE DE FRAY LUIS DE LEON NUM 7 MADRID",40.4049996,-3.6987141
"17664","CALLE DE JESUS DEL PINO NUM 7 MADRID",40.3805349,-3.6218103
"17665","CALLE DEL GENERAL ALVAREZ DE CASTRO NUM 10 MADRID",40.4349315,-3.7016119
"17666","AVENIDA DE CANILLEJAS A VICALVARO NUM 13 MADRID",40.4416683,-3.6156676
"17667","CALLE DE LA VIRGEN DEL SAGRARIO NUM 4 MADRID",40.4338333,-3.6473291
"17668","CALLE DE EL HUESPED DEL SEVILLANO NUM 9 MADRID",40.3562856,-3.6984011
"17669","CALLE DE LA ALIANZA NUM 43 MADRID",40.3583429,-3.6856592
"17670","CALLE  VIA CARPETANA NUM 207 MADRID",40.388193,-3.7443223
"17671","AVENIDA DE MORATALAZ NUM 91 MADRID",40.406591,-3.6550957
"17672","CALLE DE ENRIQUE FUENTES NUM 19 MADRID",40.3860675,-3.7114879
"17673","CALLE DE FERNANDO EL CATOLICO NUM 73 MADRID",40.4342993,-3.7163998
"17674","CALLE DE SANTA CRUZ DE RETAMAR NUM 13 MADRID",40.3818401,-3.6460288
"17675","CALLE DE AMPUERO NUM 7 MADRID",40.3494263,-3.6952753
"17676","CALLE DE CONCEJO DE TEVERGA NUM 21 MADRID",40.3840245,-3.6738076
"17677","CALLE DE LA FUENTE CHICA NUM 25 MADRID",40.4945828,-3.6935388
"17678","CALLE DE FRAY JOSE CERDEIRIÑA NUM 52 MADRID",40.384158,-3.7809721
"17679","CALLE DE ANA TERESA NUM 9 MADRID",40.4606321,-3.781252
"17680","CALLE DE MELQUIADES BIENCINTO NUM 5 MADRID",40.3973644,-3.668981
"17681","CALLE DE PORTALEGRE NUM 48 MADRID",40.3884871,-3.7242139
"17682","CALLE DE FRANCISCO LAGUNA NUM 38 MADRID",40.3904569,-3.6697908
"17683","CALLE DE MAUDES NUM 11 MADRID",40.445459,-3.7025807
"17684","CALLE DE ESPALTER NUM 12 MADRID",40.4126252,-3.6891105
"17685","CALLE DE NUÑEZ DE BALBOA NUM 32 MADRID",40.4258637,-3.6826155
"17686","CALLE DE CAVANILLES NUM 4 MADRID",40.4070116,-3.6785444
"17687","CALLE DE MERCEDES ARTEAGA NUM 20 MADRID",40.3932822,-3.7220148
"17688","CALLE DE ALCALA NUM 352 MADRID",40.4346876,-3.6445673
"17689","PASEO DEL REY NUM 20 MADRID",40.4222622,-3.71866
"17690","CALLE DE ALBERTO AGUILERA NUM 35 MADRID",40.4301477,-3.7136944
"17691","CALLE DE GAMONAL NUM 22 MADRID",40.3745381,-3.6384892
"17692","CALLE DE ALBERTO AGUILERA NUM 48 MADRID",40.4305286,-3.7125141
"17693","CALLE DE JULIAN GONZALEZ SEGADOR NUM 5 MADRID",40.4685185,-3.6447224
"17694","CALLE DE MAQUEDA NUM 82 MADRID",40.3909727,-3.7635563
"17695","PASEO DE LA HABANA NUM 200 MADRID",40.4627885,-3.6797154
"17696","CALLE DE SIERRA TOLEDANA NUM 1 MADRID",40.3998099,-3.6609257
"17697","CALLE DE JOAQUIN TURINA NUM 80 MADRID",40.372451,-3.7599561
"17698","CALLE DE AQUITANIA NUM 25 MADRID",40.41911,-3.61786
"17699","CALLE DE RAFAEL BERGAMIN NUM 12 MADRID",40.4488031,-3.6613294
"17700","CALLE DE CARDEÑA NUM 1 MADRID",40.3802854,-3.6698326
"17701","CALLE DEL MIRADOR DE LA REINA NUM 113 MADRID",40.4908097,-3.720165
"17702","AVENIDA DE DAROCA NUM 115 MADRID",40.417866,-3.6294676
"17703","AVENIDA DE LAS FUERZAS ARMADAS NUM 5 MADRID",40.4832227,-3.619218
"17704","CALLE DE AGATHA CHRISTIE NUM 157 MADRID",40.5067486,-3.6335906
"17705","CALLE DE O'DONNELL NUM 55 MADRID",40.4214833,-3.6713839
"17706","CALLE DE JOAQUIN COSTA NUM 38 MADRID",40.446089,-3.686865
"17707","AVENIDA DE LA ALBUFERA NUM 10 MADRID",40.397724,-3.6684398
"17708","CALLE DE JAIME EL CONQUISTADOR NUM 3 MADRID",40.3979041,-3.6978043
"17709","CALLE DE LA SERENA NUM 31 MADRID",40.3770536,-3.6682884
"17710","AVENIDA DE LA ALBUFERA NUM 138 MADRID",40.3917128,-3.6569773
"17711","CALLE DE ALCALA NUM 65 MADRID",40.4200133,-3.690189
"17712","AVENIDA DEL PADRE PIQUER NUM 8 MADRID",40.39459,-3.76851
"17713","CALLE DE VILLAJOYOSA NUM 71 MADRID",40.3554841,-3.6907767
"17714","CALLE DE FERRAZ NUM 72 MADRID",40.4287029,-3.7195468
"17715","CALLE DE ALONSO CANO NUM 36 MADRID",40.4402745,-3.6973309
"17716","CALLE  TRANSVERSAL SEGUNDA NUM 4 MADRID",40.3348624,-3.6957528
"17717","CALLE DE LA LAGUNA NUM 62 MADRID",40.3881362,-3.7422929
"17718","CALLE DE RAFAELA APARICIO NUM 8 MADRID",40.4791433,-3.6315766
"17719","CALLE DE GANDIA NUM 1 MADRID",40.3986255,-3.6718117
"17720","CALLE DE TOMELLOSO NUM 7 MADRID",40.3815967,-3.6980349
"17721","CALLE DE SAN BERNARDO NUM 79 MADRID",40.4278614,-3.7064287
"17722","CALLE DE BARQUILLO NUM 6 MADRID",40.4200053,-3.6955512
"17723","AVENIDA DE ASTURIAS NUM 53 MADRID",40.47076,-3.6981834
"17724","CALLE DE SERRANO NUM 205 MADRID",40.4532441,-3.6802707
"17725","CALLE DE HERNAN CORTES NUM 22 MADRID",40.4232329,-3.6991681
"17726","CALLE DE SERRANO NUM 81 MADRID",40.4361724,-3.68662
"17727","AVENIDA DE BUENOS AIRES NUM 82 MADRID",40.3803076,-3.6531852
"17728","PASEO DE LA TIERRA DE MELIDE NUM 34 MADRID",40.509885,-3.6659681
"17729","CALLE DE LA SERENA NUM 23 MADRID",40.377956,-3.6668937
"17730","CALLE DE ARCOS DE JALON NUM 44 MADRID",40.42203,-3.61759
"17731","CALLE DE DOMINGO PARRAGA NUM 62 MADRID",40.3423217,-3.7155132
"17732","AVENIDA DE PABLO NERUDA NUM 132 MADRID",40.3816998,-3.6568076
"17733","CALLE DE LOS MORALES NUM 35 MADRID",40.3607716,-3.7644442
"17734","CALLE DEL MAR AMARILLO NUM 10 MADRID",40.4743073,-3.6413947
"17735","CALLE DEL GENERAL RICARDOS NUM 133 MADRID",40.3901578,-3.7290083
"17736","CALLE DE SOFORA NUM 20 MADRID",40.4643462,-3.693189
"17737","PASEO DE SANTA MARIA DE LA CABEZA NUM 84 MADRID",40.3983816,-3.7020083
"17738","CALLE DE ARTURO SORIA NUM 150 MADRID",40.4531912,-3.6537509
"17739","CALLE DE EDUARDO MORALES NUM 1 MADRID",40.3901331,-3.7374643
"17740","PLAZA DEL MARQUES DE SALAMANCA NUM 11 MADRID",40.4295963,-3.6794734
"17741","CALLE DE MODESTO LAFUENTE NUM 63 MADRID",40.4446518,-3.695904
"17742","CALLE DE ALCALA NUM 391 MADRID",40.4363753,-3.6416048
"17743","CALLE DE PINILLA DEL VALLE NUM 10 MADRID",40.4401896,-3.6768446
"17744","CALLE DE MARIA TERESA SAENZ DE HEREDIA NUM 54 MADRID",40.4260052,-3.6501239
"17745","CALLE DE VALDECANILLAS NUM 16 MADRID",40.4303698,-3.6299918
"17746","CALLE DE MATEO GARCIA NUM 23 MADRID",40.4306239,-3.6526844
"17747","CALLE DEL BLASON NUM 7 MADRID",40.3816448,-3.7407716
"17748","CALLE DE BEATRIZ GALINDO NUM 4 MADRID",40.4131946,-3.715492
"17749","CALLE DE MENDEZ ALVARO NUM 12 MADRID",40.4064205,-3.6922747
"17750","CALLE DE FORTUNY NUM 41 MADRID",40.4325412,-3.6903499
"17751","CALLE DE DIEGO DE LEON NUM 46 MADRID",40.4346312,-3.6798281
"17752","CALLE DE MELQUIADES BIENCINTO NUM 43 MADRID",40.3937885,-3.670895
"17753","CALLE DE ALBERTO AGUILERA NUM 14 MADRID",40.4300074,-3.7079864
"17754","CALLE DE LA EPOCA NUM 3 MADRID",40.4167754,-3.7037902
"17755","CALLE DE RIVAS NUM 5 MADRID",40.3933032,-3.57889
"17756","CALLE DE LOS URQUIZA NUM 48 MADRID",40.4314997,-3.64436
"17757","CALLE DE LA LAGUNA NUM 87 MADRID",40.3914713,-3.7420101
"17758","CALLE DEL MARQUES DE ZAFRA NUM 19 MADRID",40.4264405,-3.6662911
"17759","CALLE DE SEPULVEDA NUM 62 MADRID",40.4047333,-3.7401369
"17760","CALLE DEL RIO NERVION NUM 55 MADRID",40.4280205,-3.6355155
"17761","CALLE DE LOS ASTILLEROS NUM 3 MADRID",40.343525,-3.7138168
"17762","CALLE DE SINESIO DELGADO NUM 32 MADRID",40.4720447,-3.7058733
"17763","CALLE DE BERNARDINO OBREGON NUM 14 MADRID",40.4042195,-3.7002064
"17764","CALLE DE LA RIBERA DE CURTIDORES NUM 25 MADRID",40.4081705,-3.7071715
"17765","CALLE DE FUENTESPINA NUM 39 MADRID",40.3792448,-3.6053921
"17766","CALLE  ARROYO DE LA MEDIA LEGUA NUM 11 MADRID",40.40921,-3.65782
"17767","CALLE DE FUENTESPINA NUM 35 MADRID",40.3792448,-3.6053921
"17768","CALLE DEL GENERAL MARVA NUM 26 MADRID",40.3888397,-3.7090167
"17769","CALLE DE OFELIA NIETO NUM 64 MADRID",40.461369,-3.7084557
"17770","CALLE DE ALMAGRO NUM 6 MADRID",40.4284224,-3.6946591
"17771","CALLE DEL GENERAL YAGÜE NUM 68 MADRID",40.3923773,-3.7082428
"17772","CALLE DE BALCANICA NUM 3 MADRID",40.4679037,-3.5889206
"17773","PASEO DE LA CASTELLANA NUM 69 MADRID",40.446589,-3.691892
"17774","CALLE DE LUIS DE HOYOS SAINZ NUM 21 MADRID",40.4031986,-3.6274711
"17775","CALLE DE LAS CANARIAS NUM 32 MADRID",40.4018625,-3.6946935
"17776","PASEO DE LOS OLIVOS NUM 112 MADRID",40.4057286,-3.7412192
"17777","CALLE DE LOS HERMANOS RUIZ NUM 7 MADRID",40.4002424,-3.6737559
"17778","CALLE DE LA VIRGEN DEL PORTILLO NUM 35 MADRID",40.4386224,-3.6488556
"17779","CALLE DE DARWIN NUM 2 MADRID",40.5429217,-3.6920086
"17780","CALLE DE CARLOS MARTIN ALVAREZ NUM 25 MADRID",40.3896047,-3.6630868
